age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44.0,admin.,married,secondary,no,58544.0,yes,no,unknown,7.0,may,144.0,2.0,-1.0,0.0,unknown,no
53.0,management,married,tertiary,no,34230.0,yes,yes,cellular,7.0,may,279.0,1.0,358.0,9.0,other,no
31.0,blue-collar,single,secondary,no,11639.0,yes,no,cellular,7.0,may,1191.0,1.0,-1.0,0.0,unknown,no
52.0,management,married,tertiary,no,-1224.0,yes,no,cellular,7.0,may,253.0,4.0,-1.0,0.0,unknown,no
26.0,services,single,,no,5533.0,yes,no,cellular,7.0,may,582.0,2.0,283.0,4.0,failure,no
46.0,blue-collar,married,secondary,no,4646.0,yes,no,cellular,7.0,may,33.0,3.0,359.0,1.0,failure,no
27.0,student,single,secondary,no,8366.0,no,no,cellular,7.0,may,458.0,2.0,349.0,1.0,other,no
57.0,services,married,,no,1577.0,yes,no,telephone,7.0,may,908.0,2.0,357.0,1.0,other,no
33.0,technician,divorced,tertiary,no,2558.0,no,no,cellular,7.0,may,680.0,2.0,367.0,2.0,failure,no
40.0,blue-collar,married,secondary,no,356.0,yes,yes,cellular,7.0,may,1254.0,3.0,365.0,1.0,failure,no
54.0,management,married,tertiary,no,8509.0,yes,no,cellular,7.0,may,147.0,1.0,-1.0,0.0,unknown,no
30.0,technician,married,secondary,no,3875.0,yes,no,cellular,7.0,may,131.0,1.0,338.0,2.0,other,no
41.0,blue-collar,single,secondary,no,277.0,yes,no,unknown,7.0,may,2177.0,4.0,-1.0,0.0,unknown,no
23.0,technician,single,secondary,no,4659.0,yes,no,cellular,7.0,may,158.0,1.0,318.0,4.0,failure,no
44.0,self-employed,married,tertiary,no,11757.0,no,no,cellular,7.0,may,152.0,2.0,-1.0,0.0,unknown,no
30.0,entrepreneur,married,secondary,yes,-388.0,yes,no,cellular,7.0,may,263.0,1.0,293.0,3.0,failure,no
42.0,admin.,single,secondary,no,2790.0,yes,no,cellular,7.0,may,425.0,1.0,336.0,1.0,failure,no
40.0,services,single,tertiary,no,8823.0,yes,no,unknown,7.0,may,378.0,1.0,-1.0,0.0,unknown,no
36.0,management,single,tertiary,no,1804.0,no,no,cellular,7.0,may,170.0,1.0,366.0,1.0,other,no
44.0,blue-collar,single,unknown,no,2167.0,yes,no,unknown,7.0,may,1273.0,1.0,-1.0,0.0,unknown,no
53.0,blue-collar,married,primary,no,2144.0,yes,no,cellular,7.0,may,217.0,2.0,342.0,1.0,failure,no
34.0,management,single,tertiary,no,2607.0,no,no,cellular,7.0,may,63.0,1.0,336.0,12.0,other,no
41.0,services,single,primary,no,5907.0,yes,no,cellular,7.0,may,198.0,1.0,167.0,5.0,failure,no
28.0,admin.,married,secondary,no,-393.0,yes,yes,cellular,7.0,may,247.0,2.0,349.0,2.0,failure,no
54.0,blue-collar,married,primary,no,6242.0,yes,no,cellular,7.0,may,162.0,1.0,-1.0,0.0,unknown,no
30.0,technician,single,tertiary,no,3086.0,yes,no,cellular,7.0,may,84.0,3.0,168.0,1.0,failure,no
38.0,self-employed,divorced,tertiary,no,1513.0,no,no,cellular,7.0,may,330.0,1.0,342.0,1.0,failure,no
33.0,blue-collar,single,secondary,no,381.0,yes,no,cellular,7.0,may,1957.0,1.0,-1.0,0.0,unknown,no
24.0,blue-collar,single,secondary,no,6837.0,yes,no,cellular,7.0,may,345.0,1.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,primary,no,762.0,yes,no,cellular,7.0,may,373.0,2.0,360.0,4.0,failure,no
32.0,blue-collar,single,secondary,no,-219.0,yes,no,cellular,7.0,may,446.0,6.0,342.0,2.0,failure,no
32.0,technician,single,tertiary,no,2626.0,yes,yes,cellular,7.0,may,217.0,2.0,351.0,2.0,other,no
31.0,services,single,secondary,no,1192.0,yes,no,cellular,7.0,may,156.0,2.0,349.0,2.0,other,no
57.0,management,married,tertiary,no,779.0,yes,no,cellular,7.0,may,282.0,1.0,367.0,1.0,failure,no
32.0,blue-collar,single,secondary,no,1402.0,yes,no,cellular,7.0,may,343.0,3.0,295.0,5.0,other,no
39.0,management,married,tertiary,no,3.0,yes,no,cellular,7.0,may,1145.0,1.0,170.0,1.0,failure,no
56.0,technician,married,secondary,no,264.0,yes,yes,cellular,7.0,may,639.0,2.0,280.0,5.0,success,no
45.0,entrepreneur,married,tertiary,no,3689.0,yes,no,cellular,7.0,may,397.0,1.0,169.0,5.0,failure,no
37.0,technician,married,tertiary,no,4596.0,yes,no,cellular,7.0,may,218.0,2.0,211.0,4.0,success,no
42.0,blue-collar,married,secondary,no,2044.0,yes,yes,cellular,7.0,may,155.0,1.0,282.0,5.0,failure,no
37.0,management,married,tertiary,no,502.0,yes,no,cellular,7.0,may,551.0,1.0,351.0,1.0,failure,no
28.0,technician,married,secondary,no,7449.0,yes,no,cellular,7.0,may,193.0,1.0,-1.0,0.0,unknown,no
47.0,technician,divorced,tertiary,no,477.0,yes,no,telephone,7.0,may,973.0,1.0,366.0,1.0,failure,no
45.0,management,married,tertiary,no,1033.0,yes,no,cellular,7.0,may,177.0,1.0,357.0,1.0,failure,no
58.0,services,married,secondary,no,2745.0,yes,no,cellular,7.0,may,161.0,1.0,324.0,2.0,failure,no
25.0,blue-collar,single,primary,no,758.0,yes,no,cellular,7.0,may,258.0,1.0,357.0,1.0,failure,no
35.0,services,single,secondary,no,544.0,yes,no,cellular,7.0,may,91.0,1.0,345.0,2.0,failure,no
32.0,technician,single,secondary,no,1210.0,yes,yes,cellular,7.0,may,107.0,1.0,344.0,4.0,failure,no
31.0,technician,single,secondary,no,1626.0,no,no,cellular,7.0,may,356.0,2.0,286.0,3.0,failure,no
39.0,services,single,secondary,no,1163.0,yes,no,cellular,7.0,may,432.0,3.0,363.0,2.0,other,no
54.0,blue-collar,married,secondary,no,-932.0,yes,no,unknown,7.0,may,799.0,1.0,-1.0,0.0,unknown,no
37.0,unemployed,single,secondary,no,490.0,yes,yes,cellular,7.0,may,739.0,2.0,325.0,3.0,failure,no
38.0,entrepreneur,married,unknown,no,1134.0,yes,no,cellular,7.0,may,249.0,4.0,332.0,3.0,failure,no
42.0,admin.,married,secondary,no,874.0,yes,no,cellular,7.0,may,176.0,1.0,287.0,2.0,other,no
47.0,blue-collar,married,tertiary,no,3745.0,no,no,cellular,7.0,may,113.0,1.0,200.0,1.0,failure,no
37.0,management,married,tertiary,no,900.0,yes,no,cellular,7.0,may,155.0,1.0,357.0,2.0,failure,no
44.0,retired,married,secondary,no,7624.0,no,no,unknown,7.0,may,126.0,5.0,-1.0,0.0,unknown,no
28.0,admin.,single,secondary,no,-181.0,yes,yes,cellular,7.0,may,429.0,2.0,343.0,4.0,failure,no
37.0,blue-collar,married,primary,no,223.0,yes,no,cellular,7.0,may,569.0,1.0,297.0,3.0,failure,no
36.0,blue-collar,married,secondary,no,975.0,yes,no,cellular,7.0,may,186.0,2.0,295.0,1.0,failure,no
26.0,blue-collar,single,secondary,no,7475.0,yes,no,cellular,7.0,may,204.0,1.0,-1.0,0.0,unknown,no
23.0,technician,single,unknown,no,231.0,yes,no,cellular,7.0,may,560.0,3.0,367.0,1.0,other,no
40.0,admin.,divorced,unknown,no,64.0,yes,no,cellular,7.0,may,873.0,1.0,293.0,1.0,failure,no
38.0,blue-collar,married,secondary,no,376.0,yes,no,unknown,7.0,may,1521.0,1.0,-1.0,0.0,unknown,no
28.0,blue-collar,married,secondary,no,922.0,yes,no,cellular,7.0,may,226.0,1.0,339.0,1.0,other,no
37.0,blue-collar,married,secondary,no,740.0,yes,no,cellular,7.0,may,434.0,3.0,342.0,2.0,failure,no
41.0,technician,single,tertiary,no,5365.0,yes,no,cellular,7.0,may,412.0,2.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,49.0,no,no,cellular,7.0,may,393.0,1.0,351.0,1.0,failure,no
39.0,entrepreneur,divorced,secondary,no,-271.0,yes,no,cellular,7.0,may,406.0,1.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,368.0,yes,no,telephone,7.0,may,430.0,2.0,367.0,2.0,failure,no
31.0,entrepreneur,single,tertiary,no,734.0,yes,no,cellular,7.0,may,295.0,1.0,168.0,4.0,other,no
32.0,admin.,single,secondary,no,626.0,yes,no,cellular,7.0,may,324.0,2.0,351.0,1.0,failure,no
35.0,blue-collar,married,secondary,no,-701.0,yes,yes,cellular,7.0,may,531.0,3.0,-1.0,0.0,unknown,no
38.0,management,married,unknown,no,546.0,yes,no,cellular,7.0,may,437.0,3.0,351.0,2.0,failure,no
32.0,services,married,secondary,no,426.0,yes,yes,cellular,7.0,may,383.0,1.0,339.0,1.0,other,no
31.0,blue-collar,single,secondary,no,1882.0,no,no,cellular,,may,529.0,2.0,-1.0,0.0,unknown,no
53.0,blue-collar,married,secondary,no,913.0,yes,no,cellular,7.0,may,213.0,1.0,288.0,1.0,failure,no
33.0,entrepreneur,married,tertiary,no,2179.0,yes,yes,cellular,7.0,may,217.0,1.0,167.0,2.0,other,no
37.0,management,married,tertiary,no,591.0,yes,no,cellular,7.0,may,181.0,2.0,255.0,5.0,failure,no
45.0,blue-collar,married,secondary,no,54.0,yes,no,cellular,7.0,may,279.0,1.0,367.0,1.0,failure,no
23.0,blue-collar,single,secondary,no,537.0,yes,no,cellular,7.0,may,172.0,1.0,353.0,2.0,other,no
42.0,services,single,secondary,no,2348.0,yes,no,cellular,7.0,may,448.0,2.0,-1.0,0.0,unknown,no
55.0,retired,married,primary,no,-90.0,yes,yes,unknown,,may,634.0,2.0,-1.0,0.0,unknown,no
36.0,admin.,single,secondary,no,0.0,yes,yes,telephone,7.0,may,63.0,1.0,168.0,3.0,failure,no
30.0,technician,single,secondary,no,359.0,yes,no,cellular,7.0,may,362.0,1.0,303.0,1.0,failure,no
27.0,housemaid,single,tertiary,no,979.0,yes,no,cellular,7.0,may,272.0,4.0,357.0,1.0,other,no
33.0,technician,divorced,secondary,no,2.0,yes,no,cellular,7.0,may,600.0,2.0,330.0,17.0,failure,no
38.0,admin.,divorced,secondary,no,673.0,yes,no,cellular,7.0,may,429.0,1.0,170.0,3.0,other,no
33.0,blue-collar,married,secondary,no,478.0,yes,no,cellular,7.0,may,349.0,1.0,338.0,1.0,failure,no
51.0,blue-collar,married,primary,no,1466.0,yes,no,unknown,7.0,may,406.0,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,secondary,no,26.0,yes,no,cellular,7.0,may,245.0,5.0,366.0,2.0,failure,no
37.0,blue-collar,married,secondary,no,-158.0,yes,yes,cellular,7.0,may,892.0,2.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,2308.0,yes,no,unknown,7.0,may,1062.0,1.0,-1.0,0.0,unknown,no
30.0,blue-collar,divorced,secondary,no,292.0,yes,no,cellular,7.0,may,381.0,1.0,335.0,5.0,other,no
35.0,technician,divorced,secondary,no,44.0,yes,yes,cellular,7.0,may,366.0,1.0,167.0,2.0,failure,no
32.0,blue-collar,married,secondary,no,-205.0,yes,no,unknown,7.0,may,388.0,1.0,-1.0,0.0,unknown,no
45.0,blue-collar,married,primary,no,956.0,yes,no,cellular,7.0,may,643.0,1.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,secondary,no,1326.0,yes,no,cellular,7.0,may,689.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,2095.0,yes,no,cellular,7.0,may,122.0,2.0,-1.0,0.0,unknown,no
26.0,unknown,divorced,secondary,no,-295.0,yes,no,cellular,7.0,may,556.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,married,secondary,no,1615.0,yes,no,cellular,7.0,may,1051.0,2.0,-1.0,0.0,unknown,no
49.0,services,married,secondary,no,1377.0,yes,no,unknown,7.0,may,1101.0,1.0,-1.0,0.0,unknown,no
36.0,blue-collar,married,secondary,no,195.0,yes,yes,cellular,7.0,may,1297.0,2.0,-1.0,0.0,unknown,no
54.0,management,married,primary,no,3185.0,yes,yes,cellular,7.0,may,187.0,1.0,-1.0,0.0,unknown,no
31.0,blue-collar,married,secondary,no,1664.0,yes,no,cellular,7.0,may,603.0,2.0,17.0,2.0,failure,no
32.0,blue-collar,single,tertiary,no,3014.0,yes,no,cellular,7.0,may,291.0,2.0,-1.0,0.0,unknown,no
32.0,blue-collar,married,secondary,no,2263.0,no,no,cellular,7.0,,113.0,2.0,-1.0,0.0,unknown,no
57.0,technician,married,secondary,no,1753.0,yes,no,cellular,7.0,may,539.0,1.0,-1.0,0.0,unknown,no
55.0,blue-collar,married,secondary,no,2854.0,yes,no,cellular,7.0,may,312.0,1.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,primary,no,-171.0,yes,no,unknown,7.0,may,441.0,2.0,-1.0,0.0,unknown,no
31.0,management,single,tertiary,no,874.0,yes,no,cellular,7.0,may,98.0,1.0,170.0,2.0,failure,no
40.0,admin.,married,secondary,no,168.0,yes,no,cellular,7.0,may,249.0,2.0,169.0,1.0,failure,no
43.0,admin.,single,secondary,no,2527.0,yes,no,unknown,7.0,may,276.0,4.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,primary,no,3659.0,yes,no,unknown,7.0,may,160.0,1.0,-1.0,0.0,unknown,no
31.0,management,married,secondary,no,2019.0,no,no,unknown,7.0,may,380.0,2.0,-1.0,0.0,unknown,no
29.0,self-employed,married,tertiary,no,0.0,yes,no,cellular,,may,253.0,2.0,302.0,1.0,failure,no
54.0,management,divorced,secondary,no,300.0,yes,no,cellular,7.0,may,329.0,1.0,168.0,2.0,success,no
34.0,unemployed,married,secondary,no,2173.0,yes,yes,cellular,7.0,may,370.0,1.0,-1.0,0.0,unknown,no
38.0,blue-collar,divorced,secondary,no,887.0,yes,no,cellular,7.0,may,722.0,1.0,-1.0,0.0,unknown,no
33.0,management,married,tertiary,no,442.0,yes,no,unknown,7.0,may,463.0,1.0,-1.0,0.0,unknown,no
35.0,blue-collar,single,secondary,no,142.0,yes,no,cellular,7.0,may,266.0,2.0,168.0,1.0,failure,no
51.0,management,married,secondary,no,441.0,yes,no,cellular,7.0,may,189.0,2.0,167.0,2.0,other,no
37.0,blue-collar,single,secondary,no,2469.0,yes,no,cellular,7.0,may,232.0,1.0,-1.0,0.0,unknown,no
42.0,blue-collar,married,primary,no,2111.0,yes,no,cellular,7.0,may,86.0,2.0,-1.0,0.0,unknown,no
36.0,entrepreneur,married,tertiary,no,1722.0,yes,no,unknown,7.0,may,349.0,2.0,-1.0,0.0,unknown,no
32.0,services,single,secondary,no,1274.0,yes,no,cellular,7.0,may,239.0,2.0,-1.0,0.0,unknown,no
38.0,technician,married,secondary,no,0.0,yes,yes,cellular,7.0,may,193.0,2.0,296.0,5.0,other,no
33.0,unemployed,single,tertiary,no,1716.0,yes,no,unknown,7.0,,396.0,2.0,-1.0,0.0,unknown,no
38.0,admin.,divorced,tertiary,no,2801.0,yes,yes,cellular,7.0,may,252.0,2.0,-1.0,0.0,unknown,no
52.0,management,married,tertiary,no,0.0,yes,yes,cellular,7.0,may,541.0,3.0,343.0,5.0,failure,no
49.0,blue-collar,married,unknown,no,51.0,yes,no,unknown,7.0,may,984.0,1.0,-1.0,0.0,unknown,no
49.0,technician,married,secondary,no,0.0,yes,no,cellular,7.0,may,190.0,1.0,276.0,1.0,other,no
55.0,blue-collar,married,secondary,no,1268.0,yes,no,unknown,7.0,may,223.0,2.0,-1.0,0.0,unknown,no
38.0,blue-collar,married,primary,no,1807.0,no,no,unknown,7.0,may,348.0,3.0,-1.0,0.0,unknown,no
35.0,technician,divorced,secondary,no,2777.0,yes,no,cellular,7.0,may,633.0,1.0,-1.0,0.0,unknown,no
36.0,technician,married,tertiary,no,301.0,yes,no,unknown,,may,1581.0,2.0,-1.0,0.0,unknown,no
33.0,services,single,secondary,no,1646.0,yes,no,telephone,7.0,may,317.0,2.0,-1.0,0.0,unknown,no
54.0,management,divorced,tertiary,no,0.0,yes,no,cellular,7.0,may,199.0,1.0,297.0,3.0,failure,no
30.0,management,single,tertiary,no,492.0,yes,no,cellular,7.0,may,94.0,1.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,secondary,no,374.0,yes,no,unknown,7.0,may,944.0,3.0,-1.0,0.0,unknown,no
28.0,blue-collar,married,secondary,no,251.0,yes,no,cellular,7.0,may,754.0,1.0,-1.0,0.0,unknown,no
25.0,self-employed,single,secondary,no,933.0,yes,no,cellular,7.0,may,463.0,2.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,primary,no,867.0,yes,no,unknown,7.0,may,481.0,1.0,-1.0,0.0,unknown,no
34.0,technician,single,secondary,no,105.0,yes,no,cellular,7.0,may,146.0,2.0,171.0,3.0,failure,no
37.0,management,married,tertiary,no,64.0,no,no,cellular,7.0,may,219.0,1.0,295.0,1.0,failure,no
43.0,management,married,tertiary,no,0.0,yes,no,cellular,7.0,may,240.0,3.0,293.0,5.0,failure,no
30.0,blue-collar,single,primary,no,660.0,yes,no,unknown,7.0,may,912.0,2.0,-1.0,0.0,unknown,no
27.0,technician,single,secondary,no,905.0,yes,yes,cellular,7.0,may,245.0,1.0,-1.0,0.0,unknown,no
47.0,management,single,tertiary,no,714.0,yes,no,cellular,7.0,may,609.0,1.0,-1.0,0.0,unknown,no
23.0,management,single,tertiary,no,2605.0,yes,no,unknown,7.0,may,278.0,6.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,primary,no,487.0,yes,no,unknown,7.0,may,548.0,2.0,-1.0,0.0,unknown,no
44.0,admin.,single,secondary,no,-30.0,yes,no,unknown,7.0,may,404.0,5.0,-1.0,0.0,unknown,no
31.0,technician,married,secondary,no,504.0,yes,yes,cellular,7.0,may,52.0,2.0,-1.0,0.0,unknown,no
50.0,blue-collar,married,primary,no,162.0,yes,no,cellular,7.0,may,924.0,3.0,-1.0,0.0,unknown,no
51.0,services,married,secondary,no,753.0,yes,no,cellular,7.0,may,541.0,2.0,-1.0,0.0,unknown,no
35.0,blue-collar,single,secondary,no,2227.0,yes,no,cellular,7.0,may,219.0,1.0,-1.0,0.0,unknown,no
56.0,retired,single,primary,no,223.0,yes,no,unknown,7.0,may,97.0,1.0,-1.0,0.0,unknown,no
41.0,management,married,tertiary,no,72.0,yes,no,unknown,7.0,may,764.0,3.0,-1.0,0.0,unknown,no
33.0,services,divorced,secondary,no,327.0,yes,no,unknown,7.0,may,109.0,1.0,-1.0,0.0,unknown,no
31.0,blue-collar,single,secondary,no,1415.0,yes,no,unknown,7.0,may,485.0,1.0,-1.0,0.0,unknown,no
58.0,services,divorced,secondary,no,1109.0,yes,yes,unknown,7.0,may,180.0,1.0,-1.0,0.0,unknown,no
30.0,blue-collar,single,secondary,no,959.0,yes,no,cellular,7.0,may,375.0,1.0,-1.0,0.0,unknown,no
24.0,management,single,tertiary,no,1085.0,no,yes,cellular,7.0,may,95.0,6.0,-1.0,0.0,unknown,no
60.0,blue-collar,divorced,secondary,no,1310.0,no,no,unknown,7.0,may,152.0,2.0,-1.0,0.0,unknown,no
43.0,blue-collar,married,secondary,no,1255.0,yes,yes,cellular,7.0,may,300.0,2.0,-1.0,0.0,unknown,no
35.0,technician,single,secondary,no,539.0,yes,no,unknown,7.0,may,520.0,1.0,-1.0,0.0,unknown,no
35.0,technician,single,secondary,no,1855.0,yes,no,unknown,7.0,may,138.0,1.0,-1.0,0.0,unknown,no
47.0,admin.,married,primary,no,192.0,yes,no,unknown,7.0,may,47.0,1.0,-1.0,0.0,unknown,no
59.0,retired,married,secondary,no,417.0,yes,no,cellular,7.0,may,476.0,2.0,-1.0,0.0,unknown,no
45.0,technician,married,secondary,no,1240.0,no,no,cellular,7.0,may,269.0,2.0,-1.0,0.0,unknown,no
37.0,blue-collar,married,primary,no,693.0,yes,no,unknown,7.0,may,327.0,3.0,-1.0,0.0,unknown,no
53.0,blue-collar,married,secondary,no,732.0,yes,no,unknown,7.0,may,530.0,2.0,-1.0,0.0,unknown,no
34.0,admin.,married,secondary,no,475.0,yes,no,unknown,7.0,may,559.0,1.0,-1.0,0.0,unknown,no
32.0,services,single,tertiary,no,1763.0,yes,no,cellular,7.0,may,163.0,2.0,-1.0,0.0,unknown,no
43.0,blue-collar,divorced,primary,no,1234.0,yes,no,cellular,7.0,may,307.0,1.0,-1.0,0.0,unknown,no
48.0,admin.,married,secondary,no,359.0,yes,no,unknown,7.0,may,374.0,1.0,-1.0,0.0,unknown,no
54.0,blue-collar,divorced,secondary,no,1145.0,yes,no,cellular,7.0,may,178.0,3.0,-1.0,0.0,unknown,no
60.0,retired,married,secondary,no,42.0,yes,yes,unknown,7.0,may,386.0,2.0,-1.0,0.0,unknown,no
52.0,entrepreneur,divorced,primary,no,278.0,yes,no,unknown,7.0,may,688.0,2.0,-1.0,0.0,unknown,no
44.0,blue-collar,married,primary,no,503.0,yes,no,unknown,7.0,may,629.0,2.0,-1.0,0.0,unknown,no
30.0,admin.,single,secondary,no,222.0,yes,no,cellular,7.0,may,455.0,1.0,-1.0,0.0,unknown,no
40.0,technician,married,primary,no,164.0,yes,no,unknown,7.0,,398.0,1.0,-1.0,0.0,unknown,no
31.0,management,single,secondary,no,202.0,yes,no,cellular,7.0,may,590.0,1.0,-1.0,0.0,unknown,no
57.0,retired,married,secondary,no,455.0,yes,no,cellular,7.0,may,361.0,1.0,-1.0,0.0,unknown,no
38.0,services,married,secondary,no,208.0,yes,no,unknown,7.0,may,800.0,1.0,-1.0,0.0,unknown,no
37.0,self-employed,married,tertiary,no,444.0,yes,no,unknown,7.0,may,401.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,married,unknown,no,37.0,yes,no,unknown,7.0,may,256.0,6.0,-1.0,0.0,unknown,no
33.0,technician,single,secondary,no,781.0,yes,no,cellular,7.0,may,201.0,1.0,-1.0,0.0,unknown,no
30.0,management,married,tertiary,no,86.0,yes,yes,cellular,7.0,may,255.0,6.0,169.0,3.0,failure,no
45.0,blue-collar,married,primary,no,97.0,yes,no,unknown,7.0,may,923.0,3.0,-1.0,0.0,unknown,no
44.0,blue-collar,divorced,secondary,no,558.0,yes,no,unknown,7.0,may,485.0,1.0,-1.0,0.0,unknown,no
46.0,blue-collar,married,secondary,no,1045.0,yes,yes,unknown,7.0,may,149.0,1.0,-1.0,0.0,unknown,no
42.0,management,divorced,,no,221.0,yes,no,unknown,7.0,may,720.0,2.0,-1.0,0.0,unknown,no
37.0,management,married,tertiary,no,1780.0,yes,no,cellular,7.0,may,205.0,1.0,-1.0,0.0,unknown,no
34.0,admin.,divorced,secondary,no,627.0,yes,no,unknown,7.0,may,283.0,2.0,-1.0,0.0,unknown,no
28.0,technician,single,secondary,no,618.0,yes,no,cellular,7.0,may,281.0,1.0,-1.0,0.0,unknown,no
36.0,technician,married,secondary,no,197.0,yes,no,cellular,7.0,may,589.0,2.0,-1.0,0.0,unknown,no
41.0,management,married,tertiary,no,1072.0,yes,no,cellular,7.0,may,199.0,1.0,-1.0,0.0,unknown,no
40.0,unemployed,single,secondary,no,350.0,yes,no,unknown,7.0,may,287.0,1.0,-1.0,0.0,unknown,no
46.0,self-employed,married,tertiary,no,2303.0,yes,no,unknown,7.0,may,241.0,1.0,-1.0,0.0,unknown,no
43.0,admin.,married,secondary,no,544.0,yes,no,cellular,7.0,may,187.0,1.0,-1.0,0.0,unknown,no
31.0,admin.,married,secondary,no,799.0,yes,no,cellular,7.0,may,556.0,3.0,-1.0,0.0,unknown,no
40.0,management,divorced,tertiary,no,490.0,yes,no,unknown,7.0,may,477.0,2.0,-1.0,0.0,unknown,no
43.0,entrepreneur,married,primary,no,526.0,yes,no,unknown,7.0,may,79.0,4.0,-1.0,0.0,unknown,no
35.0,services,married,secondary,no,528.0,no,no,unknown,7.0,may,274.0,2.0,-1.0,0.0,unknown,no
29.0,student,single,secondary,no,872.0,yes,no,unknown,7.0,may,230.0,1.0,-1.0,0.0,unknown,no
32.0,admin.,married,secondary,no,203.0,yes,yes,cellular,7.0,may,219.0,2.0,-1.0,0.0,unknown,no
31.0,services,married,tertiary,no,309.0,yes,yes,unknown,7.0,may,294.0,1.0,-1.0,0.0,unknown,no
46.0,admin.,divorced,secondary,no,207.0,yes,no,unknown,7.0,may,485.0,4.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,primary,no,267.0,yes,no,unknown,7.0,may,362.0,1.0,-1.0,0.0,unknown,no
55.0,management,divorced,tertiary,no,608.0,yes,no,cellular,7.0,may,161.0,2.0,-1.0,0.0,unknown,no
51.0,technician,married,secondary,no,220.0,yes,no,unknown,7.0,may,421.0,2.0,-1.0,0.0,unknown,no
31.0,management,divorced,tertiary,no,0.0,yes,no,unknown,7.0,may,953.0,3.0,-1.0,0.0,unknown,no
28.0,admin.,single,secondary,no,260.0,yes,no,unknown,7.0,may,374.0,2.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,primary,no,117.0,yes,no,unknown,7.0,may,113.0,2.0,-1.0,0.0,unknown,no
29.0,services,divorced,secondary,no,92.0,yes,no,cellular,7.0,may,240.0,1.0,-1.0,0.0,unknown,no
43.0,technician,divorced,tertiary,no,1026.0,yes,yes,unknown,7.0,may,224.0,5.0,-1.0,0.0,unknown,no
31.0,admin.,single,secondary,no,299.0,yes,no,unknown,7.0,may,492.0,2.0,-1.0,0.0,unknown,no
42.0,admin.,married,unknown,no,756.0,no,no,cellular,7.0,may,116.0,3.0,-1.0,0.0,unknown,no
47.0,blue-collar,married,secondary,no,1001.0,yes,no,unknown,7.0,may,201.0,4.0,-1.0,0.0,unknown,no
59.0,blue-collar,married,secondary,no,202.0,yes,no,unknown,7.0,may,173.0,1.0,-1.0,0.0,unknown,no
33.0,blue-collar,married,primary,no,198.0,yes,no,unknown,7.0,may,121.0,2.0,-1.0,0.0,unknown,no
33.0,housemaid,married,tertiary,no,98.0,yes,yes,unknown,7.0,may,109.0,1.0,-1.0,0.0,unknown,no
30.0,services,single,secondary,no,342.0,yes,no,unknown,7.0,may,206.0,2.0,-1.0,0.0,unknown,no
39.0,blue-collar,married,secondary,no,72.0,yes,no,unknown,7.0,may,425.0,6.0,-1.0,0.0,unknown,no
34.0,blue-collar,married,secondary,no,615.0,yes,no,unknown,7.0,may,225.0,2.0,-1.0,0.0,unknown,no
57.0,services,married,secondary,no,1.0,no,no,unknown,7.0,may,852.0,1.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,primary,no,258.0,yes,no,unknown,7.0,may,252.0,1.0,-1.0,0.0,unknown,no
31.0,admin.,married,secondary,no,89.0,no,no,unknown,7.0,may,297.0,3.0,-1.0,0.0,unknown,no
29.0,blue-collar,single,primary,no,365.0,yes,yes,unknown,7.0,may,245.0,2.0,-1.0,0.0,unknown,no
54.0,blue-collar,married,secondary,no,1223.0,yes,no,cellular,7.0,may,369.0,1.0,-1.0,0.0,unknown,no
36.0,admin.,single,secondary,no,9.0,yes,no,cellular,7.0,may,473.0,2.0,-1.0,0.0,unknown,no
41.0,blue-collar,married,unknown,no,225.0,yes,no,unknown,7.0,may,690.0,2.0,-1.0,0.0,unknown,no
51.0,blue-collar,divorced,primary,no,57.0,yes,yes,cellular,7.0,may,355.0,1.0,-1.0,0.0,unknown,no
29.0,entrepreneur,married,primary,no,56.0,yes,yes,unknown,7.0,may,336.0,1.0,-1.0,0.0,unknown,no
39.0,admin.,single,secondary,no,573.0,yes,no,unknown,7.0,may,329.0,1.0,-1.0,0.0,unknown,no
49.0,blue-collar,married,secondary,no,64.0,yes,no,unknown,7.0,may,293.0,3.0,-1.0,0.0,unknown,no
30.0,admin.,single,secondary,no,239.0,yes,no,cellular,7.0,may,115.0,3.0,-1.0,0.0,unknown,no
26.0,blue-collar,single,secondary,no,24.0,yes,no,unknown,7.0,,180.0,1.0,-1.0,0.0,unknown,no
